row	paper	reason	pdf
102	Dense feature aggregation and pruning for RGBT tracking	no_pdf_match
103	RGBT object tracking: Benchmark and baseline	refs_extracted=0	/home/lihan/Zotero/storage/KZ6YIC34/Li 等 - 2018 - RGB-T object trackingBenchmark and baseline.pdf
104	Deep adaptive fusion network for high performance RGBT tracking	no_pdf_match
105	Multi-adapter RGBT tracking	refs_extracted=0	/home/lihan/Zotero/storage/NUPM86YV/Lu 等 - 2021 - RGBT tracking via multi-adapter network with hierarchical divergence loss.pdf
107	Learning collaborative sparse representation for grayscale-thermal tracking	refs_extracted=0	/home/lihan/Zotero/storage/CGLXTZ3P/Li 等 - 2016 - Learning collaborative sparse representation for grayscale-thermal tracking.pdf
108	Real-time grayscale-thermal tracking via laplacian sparse representation	no_pdf_match
109	An iterative integrated framework for thermal–visible image registration, sensor fusion, and people tracking for video surveillance applications	no_pdf_match
110	Fusion tracking in color and infrared images using joint sparse representation	no_pdf_match
111	Multiple source data fusion via sparse representation for robust visual tracking	no_pdf_match
112	Pedestrian tracking by fusion of thermal-visible surveillance videos	no_pdf_match
113	Thermo-visual feature fusion for object tracking using multiple spatiogram trackers	no_pdf_match
114	The effect of pixel-level fusion on object tracking in multi-sensor surveillance video	no_pdf_match
115	Geodesic active contour based fusion of visible and infrared video for persistent object tracking	no_pdf_match
116	Comparison of fusion methods for thermo-visual surveillance tracking	no_pdf_match
